created_at;full_text;label;casefold;cleaned;tokens;stopword_removed;stemmed;final_text
Tue Mar 04 09:00:07 +0000 2025;Since yall wanted them aespa blackpink crumbs so bad !;Interaksi Fandom;since yall wanted them aespa blackpink crumbs so bad !;since yall wanted them aespa blackpink crumbs so bad;['since', 'yall', 'wanted', 'them', 'aespa', 'blackpink', 'crumbs', 'so', 'bad'];['since', 'yall', 'wanted', 'blackpink', 'crumbs', 'bad'];['since', 'yall', 'wanted', 'blackpink', 'crumbs', 'bad'];since yall wanted blackpink crumbs bad
Sun Mar 30 21:24:26 +0000 2025;'UP' has charted on KKBOX (Taiwan/Hongkong/ Singapore) Top Korean daily weekly and yearly New Singles and Singles Chart. And #KARINA is the ONLY aespa member to enter KKBOX TW and HK Yearly chart. https://t.co/x9iyAa1FG0;Opini/Ekspresi;'up' has charted on kkbox (taiwan/hongkong/ singapore) top korean daily weekly and yearly new singles and singles chart. and #karina is the only aespa member to enter kkbox tw and hk yearly chart. https://t.co/x9iyaa1fg0;up has charted on kkbox taiwan hongkong singapore top korean daily weekly and yearly new singles and singles chart and karina is the only aespa member to enter kkbox tw and hk yearly chart;['up', 'has', 'charted', 'on', 'kkbox', 'taiwan', 'hongkong', 'singapore', 'top', 'korean', 'daily', 'weekly', 'and', 'yearly', 'new', 'singles', 'and', 'singles', 'chart', 'and', 'karina', 'is', 'the', 'only', 'aespa', 'member', 'to', 'enter', 'kkbox', 'tw', 'and', 'hk', 'yearly', 'chart'];['charted', 'kkbox', 'taiwan', 'hongkong', 'singapore', 'top', 'korean', 'daily', 'weekly', 'yearly', 'new', 'singles', 'singles', 'chart', 'karina', 'member', 'enter', 'kkbox', 'tw', 'hk', 'yearly', 'chart'];['charted', 'kkbox', 'taiwan', 'hongkong', 'singapore', 'top', 'korean', 'daily', 'weekly', 'yearly', 'new', 'singles', 'singles', 'chart', 'karina', 'member', 'enter', 'kkbox', 'tw', 'hk', 'yearly', 'chart'];charted kkbox taiwan hongkong singapore top korean daily weekly yearly new singles singles chart karina member enter kkbox tw hk yearly chart
Sun Mar 30 16:26:04 +0000 2025;Aespa with gdragon à­¨à§Ž https://t.co/UfHbgeT0Dx;Informasi;aespa with gdragon à­¨à§ž https://t.co/ufhbget0dx;aespa with gdragon;['aespa', 'with', 'gdragon'];['gdragon'];['gdragon'];gdragon
Sun Mar 30 23:16:30 +0000 2025; :: busco moots !! (#kpoptwt / #stantwt) prio aespa nct rv stan : enha snsd lessera mimi/beli 19 (ðŸ‡¨ðŸ‡±) preferencia +17 (no nsfw ni subtwt) interactuo no me importa el fandom + â†» = moots n besties https://t.co/B1uaXiw8pd;Interaksi Fandom; :: busco moots !! (#kpoptwt / #stantwt) prio aespa nct rv stan : enha snsd lessera mimi/beli 19 (ðÿ‡¨ðÿ‡±) preferencia +17 (no nsfw ni subtwt) interactuo no me importa el fandom + â†» = moots n besties https://t.co/b1uaxiw8pd;busco moots kpoptwt stantwt prio aespa nct rv stan enha snsd lessera mimi beli preferencia no nsfw ni subtwt interactuo no me importa el fandom moots n besties;['busco', 'moots', 'kpoptwt', 'stantwt', 'prio', 'aespa', 'nct', 'rv', 'stan', 'enha', 'snsd', 'lessera', 'mimi', 'beli', 'preferencia', 'no', 'nsfw', 'ni', 'subtwt', 'interactuo', 'no', 'me', 'importa', 'el', 'fandom', 'moots', 'n', 'besties'];['busco', 'moots', 'kpoptwt', 'stantwt', 'prio', 'nct', 'rv', 'stan', 'enha', 'snsd', 'lessera', 'mimi', 'beli', 'preferencia', 'nsfw', 'ni', 'subtwt', 'interactuo', 'importa', 'el', 'fandom', 'moots', 'n', 'besties'];['busco', 'moots', 'kpoptwt', 'stantwt', 'prio', 'nct', 'rv', 'stan', 'enha', 'snsd', 'lessera', 'mimi', 'beli', 'preferencia', 'nsfw', 'ni', 'subtwt', 'interactuo', 'importa', 'el', 'fandom', 'moots', 'n', 'besties'];busco moots kpoptwt stantwt prio nct rv stan enha snsd lessera mimi beli preferencia nsfw ni subtwt interactuo importa el fandom moots n besties
Sun Mar 30 22:52:40 +0000 2025; aespa Whiplash #ATEEZ #ì—ì´í‹°ì¦ˆ #ã‚¨ã‚¤ãƒ†ã‚£ãƒ¼ã‚º #ATINY #ì—ì´í‹°ë‹ˆ #MINGI #ë¯¼ê¸° #ãƒŸãƒ³ã‚® #ATINYS_VOYAGE #FROMATOZ #ATEEZ_ãƒšãƒ³ãƒŸ_KOBE_DAY2 #ãƒ”ãƒ§ãƒ³ãƒŸãƒ³ https://t.co/X1YCZ4EPKk;Interaksi Fandom; aespa whiplash #ateez #ì—ì´í‹°ì¦ˆ #ã‚¨ã‚¤ãƒ†ã‚£ãƒ¼ã‚º #atiny #ì—ì´í‹°ë‹ˆ #mingi #ë¯¼ê¸° #ãƒÿãƒ³ã‚® #atinys_voyage #fromatoz #ateez_ãƒšãƒ³ãƒÿ_kobe_day2 #ãƒ”ãƒ§ãƒ³ãƒÿãƒ³ https://t.co/x1ycz4epkk;aespa whiplash ateez atiny mingi atinys voyage fromatoz ateez kobe day;['aespa', 'whiplash', 'ateez', 'atiny', 'mingi', 'atinys', 'voyage', 'fromatoz', 'ateez', 'kobe', 'day'];['whiplash', 'ateez', 'atiny', 'mingi', 'atinys', 'voyage', 'fromatoz', 'ateez', 'kobe', 'day'];['whiplash', 'ateez', 'atiny', 'mingi', 'atinys', 'voyage', 'fromatoz', 'ateez', 'kobe', 'day'];whiplash ateez atiny mingi atinys voyage fromatoz ateez kobe day
Sun Mar 30 23:51:11 +0000 2025;Q: Who is aespa's inspiration? NINGNING: I would say Mariah Carey. She's always been my favorite one of my favorite. So yeah. I love her so much. https://t.co/fh8f6Uq6qW;Opini/Ekspresi;q: who is aespa's inspiration? ningning: i would say mariah carey. she's always been my favorite one of my favorite. so yeah. i love her so much. https://t.co/fh8f6uq6qw;q who is aespa s inspiration ningning i would say mariah carey she s always been my favorite one of my favorite so yeah i love her so much;['q', 'who', 'is', 'aespa', 's', 'inspiration', 'ningning', 'i', 'would', 'say', 'mariah', 'carey', 'she', 's', 'always', 'been', 'my', 'favorite', 'one', 'of', 'my', 'favorite', 'so', 'yeah', 'i', 'love', 'her', 'so', 'much'];['q', 'inspiration', 'ningning', 'would', 'say', 'mariah', 'carey', 'always', 'favorite', 'one', 'favorite', 'yeah', 'love', 'much'];['q', 'inspiration', 'ningning', 'would', 'say', 'mariah', 'carey', 'always', 'favorite', 'one', 'favorite', 'yeah', 'love', 'much'];q inspiration ningning would say mariah carey always favorite one favorite yeah love much
Sun Mar 30 22:33:52 +0000 2025;only kpop stans could turn an award show created to praise women for their global success in the predominantly male-ran world of music into an opportunity to slander women . also it's 2025 - stop acting like aespa aren't a top girl group .;Interaksi Fandom;only kpop stans could turn an award show created to praise women for their global success in the predominantly male-ran world of music into an opportunity to slander women . also it's 2025 - stop acting like aespa aren't a top girl group .;only kpop stans could turn an award show created to praise women for their global success in the predominantly male ran world of music into an opportunity to slander women also it s stop acting like aespa aren t a top girl group;['only', 'kpop', 'stans', 'could', 'turn', 'an', 'award', 'show', 'created', 'to', 'praise', 'women', 'for', 'their', 'global', 'success', 'in', 'the', 'predominantly', 'male', 'ran', 'world', 'of', 'music', 'into', 'an', 'opportunity', 'to', 'slander', 'women', 'also', 'it', 's', 'stop', 'acting', 'like', 'aespa', 'aren', 't', 'a', 'top', 'girl', 'group'];['kpop', 'stans', 'could', 'turn', 'award', 'show', 'created', 'praise', 'women', 'global', 'success', 'predominantly', 'male', 'ran', 'world', 'music', 'opportunity', 'slander', 'women', 'also', 'stop', 'acting', 'like', 'top', 'girl', 'group'];['kpop', 'stans', 'could', 'turn', 'award', 'show', 'created', 'praise', 'women', 'global', 'success', 'predominantly', 'male', 'ran', 'world', 'music', 'opportunity', 'slander', 'women', 'also', 'stop', 'acting', 'like', 'top', 'girl', 'group'];kpop stans could turn award show created praise women global success predominantly male ran world music opportunity slander women also stop acting like top girl group
Sun Mar 30 19:24:31 +0000 2025;Which performance from SMTOWN LIVE 2025 [THE CULTURE THE FUTURE] in SEOUL was the most memorable for PINK BLOOD? Share your favorite moments and get excited for the upcoming SMTOWN LIVE 2025 TOUR! SMTOWN LIVE 2025 in MEXICO CITY 2025.05.09(FRI) TICKET;Interaksi Fandom;which performance from smtown live 2025 [the culture the future] in seoul was the most memorable for pink blood? share your favorite moments and get excited for the upcoming smtown live 2025 tour! smtown live 2025 in mexico city 2025.05.09(fri) ticket;which performance from smtown live the culture the future in seoul was the most memorable for pink blood share your favorite moments and get excited for the upcoming smtown live tour smtown live in mexico city fri ticket;['which', 'performance', 'from', 'smtown', 'live', 'the', 'culture', 'the', 'future', 'in', 'seoul', 'was', 'the', 'most', 'memorable', 'for', 'pink', 'blood', 'share', 'your', 'favorite', 'moments', 'and', 'get', 'excited', 'for', 'the', 'upcoming', 'smtown', 'live', 'tour', 'smtown', 'live', 'in', 'mexico', 'city', 'fri', 'ticket'];['performance', 'smtown', 'live', 'culture', 'future', 'seoul', 'memorable', 'pink', 'blood', 'share', 'favorite', 'moments', 'get', 'excited', 'upcoming', 'smtown', 'live', 'tour', 'smtown', 'live', 'mexico', 'city', 'fri', 'ticket'];['performance', 'smtown', 'live', 'culture', 'future', 'seoul', 'memorable', 'pink', 'blood', 'share', 'favorite', 'moments', 'get', 'excited', 'upcoming', 'smtown', 'live', 'tour', 'smtown', 'live', 'mexico', 'city', 'fri', 'ticket'];performance smtown live culture future seoul memorable pink blood share favorite moments get excited upcoming smtown live tour smtown live mexico city fri ticket
Wed Mar 19 05:00:06 +0000 2025; Whiplash by @aespa_official debuts with 2 509 098 streams on Spotify Counter. https://t.co/0a2url84O9;Informasi; whiplash by @aespa_official debuts with 2 509 098 streams on spotify counter. https://t.co/0a2url84o9;whiplash by debuts with streams on spotify counter;['whiplash', 'by', 'debuts', 'with', 'streams', 'on', 'spotify', 'counter'];['whiplash', 'debuts', 'streams', 'spotify', 'counter'];['whiplash', 'debuts', 'streams', 'spotify', 'counter'];whiplash debuts streams spotify counter
Sun Mar 30 21:11:29 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #PARIS #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #SYNK_PARALLELLINE_in_PARIS #aespa_SYNK_PARALLELLINE https://t.co/S1RKGWADFk;Informasi;2024-25 aespa live tour synk : parallel line in #paris #aespa #ã¦spa #ì—ìš¤íœœ #synk_parallelline #synk_parallelline_in_paris #aespa_synk_parallelline https://t.co/s1rkgwadfk;aespa live tour synk parallel line in paris aespa spa synk parallelline synk parallelline in paris aespa synk parallelline;['aespa', 'live', 'tour', 'synk', 'parallel', 'line', 'in', 'paris', 'aespa', 'spa', 'synk', 'parallelline', 'synk', 'parallelline', 'in', 'paris', 'aespa', 'synk', 'parallelline'];['live', 'tour', 'synk', 'parallel', 'line', 'paris', 'synk', 'parallelline', 'synk', 'parallelline', 'paris', 'synk', 'parallelline'];['live', 'tour', 'synk', 'parallel', 'line', 'paris', 'synk', 'parallelline', 'synk', 'parallelline', 'paris', 'synk', 'parallelline'];live tour synk parallel line paris synk parallelline synk parallelline paris synk parallelline
Wed Mar 05 00:04:06 +0000 2025;aespa needs at least one group brand deal so we can get ot4 photoshoots.. they got so many gorgeous group pictures i need it https://t.co/4ohUQNgGry;Opini/Ekspresi;aespa needs at least one group brand deal so we can get ot4 photoshoots.. they got so many gorgeous group pictures i need it https://t.co/4ohuqnggry;aespa needs at least one group brand deal so we can get ot photoshoots they got so many gorgeous group pictures i need it;['aespa', 'needs', 'at', 'least', 'one', 'group', 'brand', 'deal', 'so', 'we', 'can', 'get', 'ot', 'photoshoots', 'they', 'got', 'so', 'many', 'gorgeous', 'group', 'pictures', 'i', 'need', 'it'];['needs', 'least', 'one', 'group', 'brand', 'deal', 'get', 'ot', 'photoshoots', 'got', 'many', 'gorgeous', 'group', 'pictures', 'need'];['needs', 'least', 'one', 'group', 'brand', 'deal', 'get', 'ot', 'photoshoots', 'got', 'many', 'gorgeous', 'group', 'pictures', 'need'];needs least one group brand deal get ot photoshoots got many gorgeous group pictures need
Sun Mar 30 17:29:02 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #FRANKFURT How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.03.09 (SUN) | 09:00~23:50 (CET) LOCATION: Within 500m from the Myticket Jahrhunderthalle METHOD: SMTOWN APP - PASSPORT - Click STAMP button https://t.co/Gwve9SkwVT;Informasi;2024-25 aespa live tour synk : parallel line in #frankfurt how to get the digital stamp in the smtown app! ï¸date: 2025.03.09 (sun) | 09:00~23:50 (cet) location: within 500m from the myticket jahrhunderthalle method: smtown app - passport - click stamp button https://t.co/gwve9skwvt;aespa live tour synk parallel line in frankfurt how to get the digital stamp in the smtown app date sun cet location within m from the myticket jahrhunderthalle method smtown app passport click stamp button;['aespa', 'live', 'tour', 'synk', 'parallel', 'line', 'in', 'frankfurt', 'how', 'to', 'get', 'the', 'digital', 'stamp', 'in', 'the', 'smtown', 'app', 'date', 'sun', 'cet', 'location', 'within', 'm', 'from', 'the', 'myticket', 'jahrhunderthalle', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button'];['live', 'tour', 'synk', 'parallel', 'line', 'frankfurt', 'get', 'digital', 'stamp', 'smtown', 'app', 'date', 'sun', 'cet', 'location', 'within', 'myticket', 'jahrhunderthalle', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button'];['live', 'tour', 'synk', 'parallel', 'line', 'frankfurt', 'get', 'digital', 'stamp', 'smtown', 'app', 'date', 'sun', 'cet', 'location', 'within', 'myticket', 'jahrhunderthalle', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button'];live tour synk parallel line frankfurt get digital stamp smtown app date sun cet location within myticket jahrhunderthalle method smtown app passport click stamp button
Sun Mar 09 03:10:26 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #MADRID How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.03.12 (WED) | 09:00~23:50 (CET) LOCATION: Within 500m from the WiZink Center METHOD: SMTOWN APP - PASSPORT - Click STAMP button DOWNLOAD: https://t.co/hKANbpmulz;Informasi;2024-25 aespa live tour synk : parallel line in #madrid how to get the digital stamp in the smtown app! ï¸date: 2025.03.12 (wed) | 09:00~23:50 (cet) location: within 500m from the wizink center method: smtown app - passport - click stamp button download: https://t.co/hkanbpmulz;aespa live tour synk parallel line in madrid how to get the digital stamp in the smtown app date wed cet location within m from the wizink center method smtown app passport click stamp button download;['aespa', 'live', 'tour', 'synk', 'parallel', 'line', 'in', 'madrid', 'how', 'to', 'get', 'the', 'digital', 'stamp', 'in', 'the', 'smtown', 'app', 'date', 'wed', 'cet', 'location', 'within', 'm', 'from', 'the', 'wizink', 'center', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button', 'download'];['live', 'tour', 'synk', 'parallel', 'line', 'madrid', 'get', 'digital', 'stamp', 'smtown', 'app', 'date', 'wed', 'cet', 'location', 'within', 'wizink', 'center', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button', 'download'];['live', 'tour', 'synk', 'parallel', 'line', 'madrid', 'get', 'digital', 'stamp', 'smtown', 'app', 'date', 'wed', 'cet', 'location', 'within', 'wizink', 'center', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button', 'download'];live tour synk parallel line madrid get digital stamp smtown app date wed cet location within wizink center method smtown app passport click stamp button download
Wed Mar 12 03:00:07 +0000 2025;10 biases to get to know me! 1. keeho - p1h 2. haobin - zb1 (wont rank em separately) 3. jake - enhypen 4. juyeon - tbz 5. yeonjun - txt 6. karina - aespa 7. jaehyun - bnd 8. sohee - rii7e 9. wooyoung - ateez 10. irene - red velvet;Interaksi Fandom;10 biases to get to know me! 1. keeho - p1h 2. haobin - zb1 (wont rank em separately) 3. jake - enhypen 4. juyeon - tbz 5. yeonjun - txt 6. karina - aespa 7. jaehyun - bnd 8. sohee - rii7e 9. wooyoung - ateez 10. irene - red velvet;biases to get to know me keeho p h haobin zb wont rank em separately jake enhypen juyeon tbz yeonjun txt karina aespa jaehyun bnd sohee rii e wooyoung ateez irene red velvet;['biases', 'to', 'get', 'to', 'know', 'me', 'keeho', 'p', 'h', 'haobin', 'zb', 'wont', 'rank', 'em', 'separately', 'jake', 'enhypen', 'juyeon', 'tbz', 'yeonjun', 'txt', 'karina', 'aespa', 'jaehyun', 'bnd', 'sohee', 'rii', 'e', 'wooyoung', 'ateez', 'irene', 'red', 'velvet'];['biases', 'get', 'know', 'keeho', 'p', 'h', 'haobin', 'zb', 'wont', 'rank', 'em', 'separately', 'jake', 'enhypen', 'juyeon', 'tbz', 'yeonjun', 'txt', 'karina', 'jaehyun', 'bnd', 'sohee', 'rii', 'e', 'wooyoung', 'ateez', 'irene', 'red', 'velvet'];['biases', 'get', 'know', 'keeho', 'p', 'h', 'haobin', 'zb', 'wont', 'rank', 'em', 'separately', 'jake', 'enhypen', 'juyeon', 'tbz', 'yeonjun', 'txt', 'karina', 'jaehyun', 'bnd', 'sohee', 'rii', 'e', 'wooyoung', 'ateez', 'irene', 'red', 'velvet'];biases get know keeho p h haobin zb wont rank em separately jake enhypen juyeon tbz yeonjun txt karina jaehyun bnd sohee rii e wooyoung ateez irene red velvet
Sun Mar 30 17:54:11 +0000 2025;AESPA IS SOME KIND OF SUPERNOVA AS THEY BOOK THE FINAL TICKET TO THE FINAL FOUR WE HAVE OUR FINAL FOUR MATCHES FOR SATURDAY AESPA V.S. FLEEKY BANG BINNIE V.S. IVE WE SLEEP IN MAY https://t.co/Tkb0V4fJEZ;Interaksi Fandom;aespa is some kind of supernova as they book the final ticket to the final four we have our final four matches for saturday aespa v.s. fleeky bang binnie v.s. ive we sleep in may https://t.co/tkb0v4fjez;aespa is some kind of supernova as they book the final ticket to the final four we have our final four matches for saturday aespa v s fleeky bang binnie v s ive we sleep in may;['aespa', 'is', 'some', 'kind', 'of', 'supernova', 'as', 'they', 'book', 'the', 'final', 'ticket', 'to', 'the', 'final', 'four', 'we', 'have', 'our', 'final', 'four', 'matches', 'for', 'saturday', 'aespa', 'v', 's', 'fleeky', 'bang', 'binnie', 'v', 's', 'ive', 'we', 'sleep', 'in', 'may'];['kind', 'supernova', 'book', 'final', 'ticket', 'final', 'four', 'final', 'four', 'matches', 'saturday', 'v', 'fleeky', 'bang', 'binnie', 'v', 'ive', 'sleep', 'may'];['kind', 'supernova', 'book', 'final', 'ticket', 'final', 'four', 'final', 'four', 'matches', 'saturday', 'v', 'fleeky', 'bang', 'binnie', 'v', 'ive', 'sleep', 'may'];kind supernova book final ticket final four final four matches saturday v fleeky bang binnie v ive sleep may
Sun Mar 30 23:26:51 +0000 2025;250331 aespa at Los Angeles International Airport (LAX) heading back to South Korea. #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/rVIQQMg9g5;Informasi;250331 aespa at los angeles international airport (lax) heading back to south korea. #aespa #ì—ìš¤íœœ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/rviqqmg9g5;aespa at los angeles international airport lax heading back to south korea aespa;['aespa', 'at', 'los', 'angeles', 'international', 'airport', 'lax', 'heading', 'back', 'to', 'south', 'korea', 'aespa'];['los', 'angeles', 'international', 'airport', 'lax', 'heading', 'back', 'south', 'korea'];['los', 'angeles', 'international', 'airport', 'lax', 'heading', 'back', 'south', 'korea'];los angeles international airport lax heading back south korea
Sun Mar 30 21:49:17 +0000 2025;Was able to watch the talented @sukiwaterhouse and @aespa_official at GovBall and now witnessed this moment. Congrats to the Group of the Year aespa #aespa #aespaAtBWIM2025 #BBWomenInMusic https://t.co/rAMVzaTtXt;Interaksi Fandom;was able to watch the talented @sukiwaterhouse and @aespa_official at govball and now witnessed this moment. congrats to the group of the year aespa #aespa #aespaatbwim2025 #bbwomeninmusic https://t.co/ramvzattxt;was able to watch the talented and at govball and now witnessed this moment congrats to the group of the year aespa aespa aespaatbwim bbwomeninmusic;['was', 'able', 'to', 'watch', 'the', 'talented', 'and', 'at', 'govball', 'and', 'now', 'witnessed', 'this', 'moment', 'congrats', 'to', 'the', 'group', 'of', 'the', 'year', 'aespa', 'aespa', 'aespaatbwim', 'bbwomeninmusic'];['able', 'watch', 'talented', 'govball', 'witnessed', 'moment', 'congrats', 'group', 'year', 'aespaatbwim', 'bbwomeninmusic'];['able', 'watch', 'talented', 'govball', 'witnessed', 'moment', 'congrats', 'group', 'year', 'aespaatbwim', 'bbwomeninmusic'];able watch talented govball witnessed moment congrats group year aespaatbwim bbwomeninmusic
Sun Mar 30 18:46:05 +0000 2025;250331 #KARINA for Sprite Zero Chill. #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/OpVAIlv3PO;Informasi;250331 #karina for sprite zero chill. #aespa #ì—ìš¤íœœ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/opvailv3po;karina for sprite zero chill aespa;['karina', 'for', 'sprite', 'zero', 'chill', 'aespa'];['karina', 'sprite', 'zero', 'chill'];['karina', 'sprite', 'zero', 'chill'];karina sprite zero chill
Sun Mar 30 19:00:54 +0000 2025;Define your music taste in 6 artist 1. hozier 2. wallows 3. inhaler 4. stray kids 5. aespa 6. ski aggu;Interaksi Fandom;define your music taste in 6 artist 1. hozier 2. wallows 3. inhaler 4. stray kids 5. aespa 6. ski aggu;define your music taste in artist hozier wallows inhaler stray kids aespa ski aggu;['define', 'your', 'music', 'taste', 'in', 'artist', 'hozier', 'wallows', 'inhaler', 'stray', 'kids', 'aespa', 'ski', 'aggu'];['define', 'music', 'taste', 'artist', 'hozier', 'wallows', 'inhaler', 'stray', 'kids', 'ski', 'aggu'];['define', 'music', 'taste', 'artist', 'hozier', 'wallows', 'inhaler', 'stray', 'kids', 'ski', 'aggu'];define music taste artist hozier wallows inhaler stray kids ski aggu
Sun Mar 30 21:05:15 +0000 2025;#stantwt #kpoptwt #skztwt Â°â‹†.â €sandy s introâ €. . . â €she / herâ € à¾€à½² â €wlw â €â €7teen Ëšâ‹†ð™šï½¡ 2007 â €â € skz aespa bnd â†» + = mutis 4ever https://t.co/yirnRMo8c7;Interaksi Fandom;#stantwt #kpoptwt #skztwt â°â‹†.â €sandy s introâ €. . . â €she / herâ € à¾€à½² â €wlw â €â €7teen ëšâ‹†ð™šï½¡ 2007 â €â € skz aespa bnd â†» + = mutis 4ever https://t.co/yirnrmo8c7;stantwt kpoptwt skztwt sandy s intro she her wlw teen skz aespa bnd mutis ever;['stantwt', 'kpoptwt', 'skztwt', 'sandy', 's', 'intro', 'she', 'her', 'wlw', 'teen', 'skz', 'aespa', 'bnd', 'mutis', 'ever'];['stantwt', 'kpoptwt', 'skztwt', 'sandy', 'intro', 'wlw', 'teen', 'skz', 'bnd', 'mutis', 'ever'];['stantwt', 'kpoptwt', 'skztwt', 'sandy', 'intro', 'wlw', 'teen', 'skz', 'bnd', 'mutis', 'ever'];stantwt kpoptwt skztwt sandy intro wlw teen skz bnd mutis ever
Sun Mar 30 21:30:52 +0000 2025;THEY GOT MY CLIENTS EXO RV AESPA AND SNSD OMG? https://t.co/SV3Cvo4kxa;Opini/Ekspresi;they got my clients exo rv aespa and snsd omg? https://t.co/sv3cvo4kxa;they got my clients exo rv aespa and snsd omg;['they', 'got', 'my', 'clients', 'exo', 'rv', 'aespa', 'and', 'snsd', 'omg'];['got', 'clients', 'exo', 'rv', 'snsd', 'omg'];['got', 'clients', 'exo', 'rv', 'snsd', 'omg'];got clients exo rv snsd omg
Sun Mar 30 22:29:01 +0000 2025;no one s out mugging they re all so breathtaking. like anyone else with doechii she wins but aespa has her tied;Opini/Ekspresi;no one s out mugging they re all so breathtaking. like anyone else with doechii she wins but aespa has her tied;no one s out mugging they re all so breathtaking like anyone else with doechii she wins but aespa has her tied;['no', 'one', 's', 'out', 'mugging', 'they', 're', 'all', 'so', 'breathtaking', 'like', 'anyone', 'else', 'with', 'doechii', 'she', 'wins', 'but', 'aespa', 'has', 'her', 'tied'];['one', 'mugging', 'breathtaking', 'like', 'anyone', 'else', 'doechii', 'wins', 'tied'];['one', 'mugging', 'breathtaking', 'like', 'anyone', 'else', 'doechii', 'wins', 'tied'];one mugging breathtaking like anyone else doechii wins tied
Sun Mar 30 20:55:36 +0000 2025;wts lfb itzy aespa quitting sale it'z icy it'z me not shy guess who checkmate kill my doubt cheshire savage girls *UPDATED ratio: red * - 1:1 t. yeji lia ryujin chaeryeong yuna karina winter icy wannabe crazy in love pob ld gg pc https://t.co/nvPkQB7j6s;Promosi;wts lfb itzy aespa quitting sale it'z icy it'z me not shy guess who checkmate kill my doubt cheshire savage girls *updated ratio: red * - 1:1 t. yeji lia ryujin chaeryeong yuna karina winter icy wannabe crazy in love pob ld gg pc https://t.co/nvpkqb7j6s;wts lfb itzy aespa quitting sale it z icy it z me not shy guess who checkmate kill my doubt cheshire savage girls updated ratio red t yeji lia ryujin chaeryeong yuna karina winter icy wannabe crazy in love pob ld gg pc;['wts', 'lfb', 'itzy', 'aespa', 'quitting', 'sale', 'it', 'z', 'icy', 'it', 'z', 'me', 'not', 'shy', 'guess', 'who', 'checkmate', 'kill', 'my', 'doubt', 'cheshire', 'savage', 'girls', 'updated', 'ratio', 'red', 't', 'yeji', 'lia', 'ryujin', 'chaeryeong', 'yuna', 'karina', 'winter', 'icy', 'wannabe', 'crazy', 'in', 'love', 'pob', 'ld', 'gg', 'pc'];['wts', 'lfb', 'itzy', 'quitting', 'sale', 'z', 'icy', 'z', 'shy', 'guess', 'checkmate', 'kill', 'doubt', 'cheshire', 'savage', 'girls', 'updated', 'ratio', 'red', 'yeji', 'lia', 'ryujin', 'chaeryeong', 'yuna', 'karina', 'winter', 'icy', 'wannabe', 'crazy', 'love', 'pob', 'ld', 'gg', 'pc'];['wts', 'lfb', 'itzy', 'quitting', 'sale', 'z', 'icy', 'z', 'shy', 'guess', 'checkmate', 'kill', 'doubt', 'cheshire', 'savage', 'girls', 'updated', 'ratio', 'red', 'yeji', 'lia', 'ryujin', 'chaeryeong', 'yuna', 'karina', 'winter', 'icy', 'wannabe', 'crazy', 'love', 'pob', 'ld', 'gg', 'pc'];wts lfb itzy quitting sale z icy z shy guess checkmate kill doubt cheshire savage girls updated ratio red yeji lia ryujin chaeryeong yuna karina winter icy wannabe crazy love pob ld gg pc
