created_at;full_text
Wed Jun 26 06:00:16 +0000 2024;[2024 aespa LIVE TOUR - SYNK PARALLEL LINE] VCR PREVIEW https://t.co/OhSBWEbzkU #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_ParallelLine #aespaLIVETOUR2024 #aespaLIVETOUR2024_SYNK_PARALLELLINE https://t.co/8leu4S0VIJ
Tue Jun 18 09:51:16 +0000 2024;NETFLIX &lt
Sat Jun 22 07:59:43 +0000 2024;You know best https://t.co/z9DhIe3oZ4 #aespa #ì—ìŠ¤íŒŒ #NINGNING #ë‹ë‹ #LiveMyLife #aespaLiveMyLife #Armageddon #aespaArmageddon https://t.co/JhhCVKR0Aw
Sun Jun 23 07:59:00 +0000 2024;Keep Believing https://t.co/X8aY5cKfuL #aespa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #GISELLE #ì§€ì ¤ #WINTER #ìœˆí„° #NINGNING #ë‹ë‹ #LiveMyLife #aespaLiveMyLife #Armageddon #aespaArmageddon https://t.co/HdtRY2K0f2
Tue Jun 18 13:59:51 +0000 2024;I can take you to MY WORLD https://t.co/RUtqlCw8Ma #aespa #ì—ìŠ¤íŒŒ #ã‚¨ã‚¹ãƒ‘ #GISELLE #ì§€ì ¤ #HotMess #aespaHotMess https://t.co/YPyab24AUd
Wed Jun 26 08:01:22 +0000 2024;You know best https://t.co/uVEVN6Mwyp #aespa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #NINGNING #ë‹ë‹ #LiveMyLife #aespaLiveMyLife #Armageddon #aespaArmageddon https://t.co/VVhEBWhM3q
Mon Jun 17 14:03:48 +0000 2024;I am the one ï¸ https://t.co/CH5cGtgy8i #aespa #ì—ìŠ¤íŒŒ #ã‚¨ã‚¹ãƒ‘ #WINTER #ìœˆí„° #HotMess #aespaHotMess https://t.co/9COfYoSAxX
Wed Jun 26 08:02:31 +0000 2024;You just live your life https://t.co/C3pyfliou2 #aespa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #WINTER #ìœˆí„° #LiveMyLife #aespaLiveMyLife #Armageddon #aespaArmageddon https://t.co/SuKs2Wnr8a
Mon Jun 17 08:50:36 +0000 2024;aespa on the billboards in the Philippines! ðŸ‡µðŸ‡­ Salamat Po @Spotify! https://t.co/r4Uums7K2h #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @SpotifyKpop @SpotifyPH @SpotifyKR https://t.co/0XOpb7xaTA
Wed Jun 19 04:00:09 +0000 2024; This Place is Kinda CRAZY What Made aespa s GISELLE Shook? https://t.co/I26e3QmvVq #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #VisitSeoul_ZLINE #ì§€ì ¤ë¼ì¸ #ZLINE #VisitSeoul #VisitSeoulTV https://t.co/MVUMdYBqyB
Sat Jun 22 08:00:37 +0000 2024;You just live your life https://t.co/9f2mDvtYkm #aespa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #LiveMyLife #aespaLiveMyLife #Armageddon #aespaArmageddon https://t.co/UWo4MvU1xQ
Sat Jun 08 08:00:11 +0000 2024;#Armageddon with #MINJI #HAERIN https://t.co/UchNM5VTkx #NewJeans #ë‰´ì§„ìŠ¤ #KARINA #ì¹´ë¦¬ë‚˜ #GISELLE #ì§€ì ¤ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/Ki4wqugLtB
Thu Jun 06 11:59:42 +0000 2024;#Armageddon with #YEJI https://t.co/nmIYUHk6Yh #ITZY #ìžˆì§€ #ì˜ˆì§€ #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/Km5VfrjqwW
Wed Jun 05 11:59:40 +0000 2024;#Armageddon with #SULLYOON https://t.co/hxP1JWhg5e #NMIXX #ì—”ë¯¹ìŠ¤ #ì„¤ìœ¤ #WINTER #ìœˆí„° #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/tDpCvyZuOw
Mon Jun 10 12:00:15 +0000 2024;Guess where I am! #ifland #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova https://t.co/Akp8oKzlmK
Mon Jun 03 13:13:18 +0000 2024;aespa is on the Times Square billboard of NYC! Thank you @AmazonMusic https://t.co/YGlBENCh9u #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova https://t.co/Vib0f2KrBx
Fri Jun 07 06:01:49 +0000 2024;[REPLAY] aespa ì—ìŠ¤íŒŒ 'Armageddon' Countdown Live https://t.co/fn8JT8Vm7Z #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova https://t.co/igKQ6Y5NmD
Fri Jun 07 10:00:04 +0000 2024;#Armageddon with #HYERI https://t.co/syrpwDt6yM #í˜œë¦¬ #í˜¤ìŠ¤í´ëŸ½ #hyellsclub #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/tDCR222B90
Sat Jun 08 10:00:19 +0000 2024;#Armageddon with #AKANEN https://t.co/9oAH5T89Vn #ì•„ì¹´ë„¨ #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/ceE8uAzooj
Wed Jun 05 08:22:16 +0000 2024;#Armageddon with #YOUNGHOON https://t.co/ko050qllZ1 #THEBOYZ #ë”ë³´ì´ì¦ˆ #ì˜í›ˆ #WINTER #ìœˆí„° #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/793HjPVMst
Tue Jun 04 10:00:11 +0000 2024;tried 5 times https://t.co/BlXy5os3oj #aespa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #Armageddon #aespaArmageddon https://t.co/p3R76GqxEM
Tue Jun 04 12:00:09 +0000 2024;#Armageddon with #RENAN https://t.co/19YLSlQh0p #ë ˆë‚œ #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/u5MZ4XOFeb
Tue Jun 04 12:00:40 +0000 2024;#Armageddon with https://t.co/Jw0yd3ZUeK #JEONGMIN #Szan #HEEJUNG #Shine #DoRami #KYME #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/EujV535C7z
Fri Jun 07 09:12:56 +0000 2024;aespa on the billboards in Thailand! ðŸ‡¹ðŸ‡­ Khop Khun Ka @Spotify! https://t.co/r4Uums7K2h #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @SpotifyKR @SpotifyKpop https://t.co/xJuRB5wycp
Wed Jun 12 05:00:10 +0000 2024;aespa becomes the first artist to achieve four consecutive No.1s on the 'TME KOREAN CHART' with the singles 'Supernova' and 'Armageddon'! Thank you MYs for all your love and support! #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova https://t.co/32TOTmTjl5
Wed Jun 12 04:00:40 +0000 2024; I Wanna Cry What Made aespa s GISELLE Emotional on her Hannam-Dong Day Trip? https://t.co/2obRlGsvST #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #VisitSeoul_ZLINE #ì§€ì ¤ë¼ì¸ #ZLINE #VisitSeoul #VisitSeoulTV https://t.co/WV8amgKLt0
Sat Jun 29 22:48:57 +0000 2024;240629 #EXO #SUHO with RV Irene at Aespa Con (Junmyeon's schedule is really tight. I'm glad he has a bit of time to watch &amp
Thu Jun 13 11:58:15 +0000 2024;Armageddon with #EUNSOOCHA https://t.co/BJ7imQBzAF #ì°¨ì€ìˆ˜ #WINTER #ìœˆí„° #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon #ë°•ëª…ìˆ˜ #ì–¼êµ´ì²œìž¬ì°¨ì€ìˆ˜ https://t.co/89QpS3dJCL
Fri Jun 07 09:06:55 +0000 2024;Check out aespa on the cover of @TikTokMusic's K-Pop Girls Club! Head over to TikTok Music and stream 'Armageddon' now https://t.co/syhUcYcrw0 https://t.co/yZEcXi6Ai2 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @TikTokMusicID https://t.co/9uqgqFhq0U
Sat Jun 29 22:59:41 +0000 2024;NingNing s emotions A full review of the concert will follow after tonight s show. It s incredible how aespa can exceed expectations and put on the best possible show no matter the size of the venue. https://t.co/JSqa1IPGLy
Sat Jun 29 22:03:22 +0000 2024;240630 aespa Schedule Today 2024 aespa LIVE TOUR - SYNK : PARALLEL LINE in Seoul ðŸ‡°ðŸ‡· Day 2 â°5PM KST available for online paid livestream on BeyondLive and Weverse Jamsil Indoor Stadium #aespa_SYNK_PARALLELLINEinSeoul #aespaLIVETOUR2024 #aespa @aespa_official https://t.co/BXtasbNMoN
Sat Jun 01 12:00:19 +0000 2024;#Armageddon with #SOHEE https://t.co/UF7LpIX7Sv #RIIZE #ë¼ì´ì¦ˆ #ì†Œí¬ #WINTER #ìœˆí„° #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/2bbN5q0JGZ
Sun Jun 02 11:59:49 +0000 2024;#Armageddon with #SUNGHANBIN https://t.co/gHiZVPy3t2 #ZEROBASEONE #ZB1 #ì œë¡œë² ì´ìŠ¤ì› #ì„±í•œë¹ˆ #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/X69WcQUtaP
Mon Jun 03 12:00:47 +0000 2024;#Armageddon with #BRIAN https://t.co/p4zTW7JwWt #ë¸Œë¼ì´ì–¸ # #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/h3XpfSz42M
Mon Jun 03 11:59:41 +0000 2024;#Armageddon with #JayPark https://t.co/vdpPuH8gGD #ë°•ìž¬ë²” #GISELLE #ì§€ì ¤ #aespa #ì—ìŠ¤íŒŒ #aespaArmageddon https://t.co/cVLbWMAUVt
Sun Jun 02 13:00:11 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Armageddon' MV (Performance Ver.) https://t.co/OH3T9YAedo #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova #Performance https://t.co/0NdqMLBZdC
Mon Jun 03 04:07:27 +0000 2024;WELCOME TO [2024 aespa LIVE TOUR - SYNK PARALLEL LINE in ASIA] https://t.co/HKCueWQy7H #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_ParallelLine #aespaLIVETOUR2024 #aespaLIVETOUR2024_SYNK_PARALLELLINE https://t.co/ZzXPPVWuz8
Mon Jun 03 10:02:34 +0000 2024;try aespa's new stickerï¸ https://t.co/gNd9CKRnxV #aespa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #Armageddon #aespaArmageddon https://t.co/wGHZCjBfCt
Mon Jun 03 13:10:48 +0000 2024;Thank You @Spotify! https://t.co/r4Uums7K2h #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @SpotifyKR @SpotifyKpop https://t.co/LNgF666AUL
Mon Jun 03 13:08:02 +0000 2024;Look who's on the cover of @pandoramusic 's New K-Pop Now playlist! Check out 'Armageddon' now! https://t.co/F3xHSpE425 https://t.co/96NsMFbExx #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova https://t.co/cpeeX6ZPHS
Mon Jun 03 02:03:00 +0000 2024; ã€–Armageddonã€—Official Listening Party #3 is live on @STATIONHEAD! See you there! ON AIR: 06.03 11AM KST I 06.02 10PM ET I 7PM PT https://t.co/VvEDpX0EN1 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova https://t.co/Zl8cY0Nz8B
Sat Jun 29 22:21:50 +0000 2024;Supernova by #aespa Has Spent 37 Days at #1 On VIBE daily Chart https://t.co/zO8M8F2P2e
Fri Jun 07 09:09:47 +0000 2024;Find aespa on the cover of @Spotify's K-Pop Gaming playlist! Make sure to stream 'Armageddon' now! https://t.co/3oyGzGKxj6 https://t.co/r4Uums7K2h #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @SpotifyKR @SpotifyKpop https://t.co/Vwh8YmP0El
Sat Jun 29 23:39:29 +0000 2024;Live my life by #aespa Reach a Newpeak of #58 +34 On YouTube Top Songs South Korea https://t.co/LlyHEofnWL
Mon Jun 03 13:04:46 +0000 2024;aespa is on the cover of @Spotify 's WOR K OUT playlist! Listen to 'Armageddon' now https://t.co/2IZOjCzLjG https://t.co/r4Uums7K2h #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @SpotifyKR @SpotifyKpop https://t.co/xf1ARVVlAn
Sat Jun 29 23:44:31 +0000 2024;YouTube Weekly South Korea 21.06.2024-27.06.2024 Top Artist #2 #aespa 7 Wks #1 113 Wks top 10* 189 Wks Top 100* Top Songs #2 Supernova [7 Wks] #6 Armageddon [5 Wks] #25 Drama [33 Wks] #58 Live my life +34 [3 Weeks] #71 Lips [ 2 Week] https://t.co/7D9ePY9OpB
Sat Jun 29 21:12:09 +0000 2024;SM groups with the most listeners from the USA ðŸ‡ºðŸ‡¸ currently: 1. aespa: 294K 2. Red Velvet: 265K 3. #NCT127: 178K 4. EXO: 129K 5. SHINee: 129K 6. WayV: 127K 7. Girls Generation: 102K 8. NCT Dream: 92.2K 9. Riize: 84.3K 10. #NCTDOJAEJUNG: 53.1K
Sat Jun 29 23:14:11 +0000 2024; busco #mutis â‹†Ë™ #kpoptwt #stantwt she | ðŸ‡¨ðŸ‡± #TXT ~ skz enhypen nct bts p1h boynextdoor bp aespa itzy seventeen ateez y mÃ¡s â‹†Ë™ð–¤ â†» y = mutis forever https://t.co/secp2CO98t
Fri Jun 14 02:20:28 +0000 2024;Get ready to experience the new IMAGINE show Supernova by aespa â€ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova #imagineshow @DFCMall https://t.co/9EGqaXEUwU
Sat Jun 29 23:25:38 +0000 2024;Jessica Bunny performing at the cabaret in $Wenis Wonderland tonight !!!! #aiartcommunity #AIArtwork #Digitalart $Pepe $COQ #AIartists #loveIsland #memesdaily #aespa #artcompetition #nftart #nft #crypto #survivorGR #solanamemcoins #SolanaAI #NFTTrading #NFTMarket #artstagram https://t.co/35VxjY8hGy
Sat Jun 29 21:52:08 +0000 2024;[240629] sampark3_12 instagram story Uncle s here Thank youã… ã… My friendã… ã…  Thank you Junmyeon-ah I ll never forget this and I ll always be grateful~~ **SUHO got his friend/english teacher tickets to Aespa s concert! #SUHO #ìˆ˜í˜¸ #ì¤€ë©´ #é‡‘ä¿Šå‹‰ #ã‚¹ãƒ› https://t.co/qTiDrcq4Uz
Sat Jun 29 20:37:21 +0000 2024;Remember to tune in next Saturday for the Listeners' Choice Weekly #KPOP Top 30 Countdown! https://t.co/DEqr5mJ0cR This week's chart is now posted! #SuperJunior #Nayeon (#Twice) #StrayKids #NEXZ #ARTMS #XdinaryHeroes #RIIZE #KEP1ER #aespa #ACE https://t.co/yfn8ZIeSSr
Sat Jun 29 23:18:40 +0000 2024;Renan being aespa choreographer for their comeback and tour is one of the Best thing that happened to aespa career
Fri Jun 14 02:26:41 +0000 2024;Experience the new IMAGINE show 'Supernova' by aespa! ï¸â€ Don't miss it!â€ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova #imagineshow @DFCMall https://t.co/FZVf5cYTnH
Sat Jun 29 22:16:12 +0000 2024;curious how half of the video there were tripleS members walking in the background [Supernova - Aespa live encore MR removed] https://t.co/f01ZD8xTRw
Sat Jun 29 23:46:09 +0000 2024;Youtube Music South Korea Top 100 21.06 ~ 27.06 NEW ENTRY : #20 #RedVelvet - Cosmic (1 239 480 views) ðŸ†• NEW PEAK : #12 #RIIZE - Boom Boom Bass (1 933 439 views)(+4) #58 #aespa - Live My Life (574 309 views)(+34) #aespa @aespa_official #RIIZE @RIIZE_official https://t.co/C4YZAeELN7
Sat Jun 29 22:07:31 +0000 2024;Aespa has so many solo songs that could ve gotten added to Armageddon ..
Sat Jun 29 22:49:07 +0000 2024;Biggest 2024 K-pop Female Act song debut on Spotify counter (unfiltered): #1 #LISA ROCKSTAR 7.78M #2 TWICE I GOT YOU 2.26M #3 Aespa Supernova 1.94M #4 NewJeans How Sweet 1.91M #5 #JENNIE Spot! 1.86M #6 Aespa Armageddon 1.80M #7 LE SSERAFIM EASY 1.74M https://t.co/zhaan5g5Pq
Sat Jun 29 20:54:03 +0000 2024;aespa synk parallel line day 1 clips ( in order ) 240629 - a super long thread https://t.co/k5rTRyMNTG
Thu Jun 06 04:29:58 +0000 2024;@xiao_mien kalo nct lumayan banyak sih ty echan johnny mark nana kun hendery svt mingyu wonwoo boo aespa karina giselle exo baekhyun kai tbz sunwoo eric
Sat Jun 22 03:07:40 +0000 2024;wts membership aespa jakarta 2024 ada yang mau nitip ga aku udh masuk ticketing section apapun bisa masi avail ini pake data pribadi kode pribadi dan self payment yaa fee : 150/tix t. wts wtb jastip jaswar aespa jkt https://t.co/ezNMCOe3ms
Thu Jun 20 09:59:38 +0000 2024;:..*yeyeye*..: https://t.co/En0YfqDcAa #HYERI #í˜œë¦¬ #KARINA #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ https://t.co/SrDkrpnybL
Sat Jun 29 18:17:24 +0000 2024;Pentas Seni ~~~~~ #aespa + #surene lokal fiction Short AU Â©Gentahuu https://t.co/HmpB4Stwa7
Sat Jun 29 16:49:08 +0000 2024;Irene ngetawain Suho pas react ment aespa Kata OP Irene emg bbrpa kali ketawa jg pas bisik2 dgn Suho Pas mrka udh dikode hrs balik Suho jln duluan. Irene nyusul tp gk lama Irene balik lg krna kyknya mau stay smpai encore jdinya Suho gk jdi pulang https://t.co/PJGurRgXWW
Sat Jun 29 15:22:31 +0000 2024;240629 BAHAMA #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/iPIvbSQ0CM
Mon Jun 17 08:54:48 +0000 2024;aespa on the billboards in Indonesia! ðŸ‡®ðŸ‡© Terima Kasih @Spotify! https://t.co/r4Uums7K2h #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova @SpotifyKpop @SpotifyID @SpotifyKR https://t.co/9NoBYoJhWq
Sat Jun 29 15:26:31 +0000 2024;trs suho ke atas bagian pintu keluar dan irene ngikut kan. udh keatas tuh TAPI GA ADA 1 MENIT irene balik lg ke kursi wkwkwk keknya irene mo nonton encorenya anak aespa trs berujung suho nunggu depan pintu
Sat Jun 29 16:53:25 +0000 2024;[240630 sampark3_12 Instastory Update] Suho sepertinya sedang berkumpul bersama teman-temannya setelah nonton konser aespa #Suho #ìˆ˜í˜¸ #ì¤€ë©´ https://t.co/zaPCoyo47s
Sat Jun 29 15:55:48 +0000 2024;beli keyring CD aespa gw nanti dapet free rekaman raw voice Giselle Jawa https://t.co/4zrHD4uKRO
Sat Jun 29 16:34:29 +0000 2024;Semoga ada tiket konser aespa jatoh ke kamar gueee
Sat Jun 29 15:31:29 +0000 2024;Klo aespa beneran collab sama valo take my money dah
Sat Jun 29 17:37:31 +0000 2024;Salah satu yg bikin gua pengen nonton aespa tuh solo nya karina setelah menagerie munculah up
Sat Jun 29 23:59:20 +0000 2024;abis liat tiktoknya sandy ISINYA FANBOYING SEMUA BUSET puh ajarin dong puh
Sat Jun 29 22:54:45 +0000 2024;dua anak yang paling gak gue lirik di aespa malah cenderung kurang suka. LAH SEKARANG MALAH 
Sat Jun 29 15:37:14 +0000 2024;Kack gebraknya satu satu @/haechan @/aespa @/trejo gwehhhhhhhh setres bgt 
Sat Jun 29 23:22:10 +0000 2024;Hasrat pengen liat aespa lagi di Seoul keren banget anjirr 
Sat Jun 29 22:25:40 +0000 2024;Wah astaga pgn nonton aespa dah
Sat Jun 29 15:46:07 +0000 2024;kalo 9 tiba tiba jadi 10 gue kaget sih
Sat Jun 29 16:18:35 +0000 2024;APA ANJIR MASA TEMEN GUE BILANG MINGYU MIRIP FAQIH??????
Sat Jun 29 17:57:24 +0000 2024;HIKS PGN BGT KONSER AESPA
Sat Jun 29 15:29:08 +0000 2024;WKWKWKWK SM KNTL SEKARANG AESPA #SM_BOYCOTT_GENOCIDE
Sat Jun 29 15:38:12 +0000 2024;240629 Black Mamba #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/6On3scLSRR
Sat Jun 29 18:29:15 +0000 2024;eh aku cape bgt deh guys nge like like postingsn nct dream sm aespa 
Sat Jun 29 23:56:09 +0000 2024;Duh ini konser aespa bagus bgt seru kayanya. Tp knp di ancol sih
Sat Jun 29 15:51:29 +0000 2024;Aespa visualnya unreal bgt jir
Sat Jun 29 23:27:38 +0000 2024;BJIR GUE KIRA KEMAREN MINGGU
Sat Jun 29 15:18:34 +0000 2024;Mau nonton drama &amp
Sat Jun 29 17:07:17 +0000 2024;gw nungguin si jungwoo ke konser aespa
Sat Jun 29 16:24:46 +0000 2024;tolong siapapun yang punya tiket aespa di seoul besok mau 
Sat Jun 29 15:05:19 +0000 2024;Bayangin aespa cover lagu little mix di konser nya kayanya ocok bgt deh
Sat Jun 29 15:18:17 +0000 2024;Kirain lagi nonton aespa.
Sat Jun 29 21:10:49 +0000 2024;kep1er aespa kiof
Sat Jun 29 14:39:05 +0000 2024;brengsek dah wkwkw ada yang ngira kyungpyo sama kiyong nonton konser aespa jauh mereka nonton mma wkwk
Sat Jun 29 16:46:07 +0000 2024;Kepoin konser aespa nya besok aja deh
Sat Jun 29 15:57:14 +0000 2024;Lucu bgtt di tiktok ad yg komen gara liat twerking karina dia langsung beli tiket konser aespa
Sat Jun 29 15:22:05 +0000 2024;Semua orang di dunia ini ga boleh ada yang suka biru kecuali karina damn.
Sat Jun 29 23:17:07 +0000 2024;Video konser aespa kemarin lumayan meruntuhkan keputusanku utk tidak nonton yah
Sat Jun 29 15:02:00 +0000 2024;who are your biases from 4 groups? SKZ : bangchan ( no 2 bias dihati) plave : bamby (no 1 bias di hati) aespa : ningning tws : shinyu Aespa sama tws aku tau aja ga stand :') reply for groups https://t.co/rJ8aFHKOKb
Sat Jun 29 22:40:15 +0000 2024;Yaallahh izinkan ara molen menonton konser Aespa Nflying dan newjeans yaallah Aaammmiiinn Itu aja duluw yaallah yang lain menyusul nda papa
Sat Jun 29 15:29:38 +0000 2024;pusing bgt liat anak aespa hari ini
Sat Jun 29 17:48:32 +0000 2024;semoga duit turun blm abis tiket aespa 
Sat Jun 29 15:35:19 +0000 2024;jadi mau nonton aespa
Fri Jun 21 07:11:53 +0000 2024;mamam tuh ludah sendiri laura dulu lu bilang ga akan suka aespa skrg malah hapal aenergy
Sat Jun 29 20:06:56 +0000 2024;bila nak jadi kaya ni nak pergi concert aespa duduk backstage
Sat Jun 29 15:03:32 +0000 2024;yaallah mau bgt nonton aespa
Sat Jun 29 15:00:03 +0000 2024;Nerbener si aespa keroyokan gini cakepnya 
Sat Jun 29 16:26:12 +0000 2024;cinta pertama : snsd sekarang/selamanya : red velvet aespa twice (NGGA BISA MILIH POKOKNYA 3)
Sat Jun 29 16:20:37 +0000 2024;Najis itu yang permasalahin soal warna mic ketikannya kek orang dalem banget buset si paling tau segala-galanya diem aja udah lo tuh gak di ajak sama aespa buat runding masalah warna mic namanya juga castum kemauan sendiri 
Sat Jun 29 17:40:39 +0000 2024;#genshintwt #manhwatwt ayo mutualan if you dont mind with unlabeled yg juga rt f1 aespa &amp
Sat Jun 29 16:16:20 +0000 2024;DEMI ALLAH GW KAGET KIRAIN NONTON KONSER AESPA
Sat Jun 29 22:43:13 +0000 2024;tp ya jujur gue kl jd aespa jg maunya lipsync di acara music show kl cmn dibayar seuprit pdhl kualitas suaranya bombastis
Sat Jun 29 15:25:19 +0000 2024;Gemes banget aaaa pengen megang pake tangan tapi eksimku lagi kambuh di tangan huhu https://t.co/XvFGwQ6Ksu
